Antibiotic_Class,Year,Location,Age_Group,Sex,Rate
Macrolides,2013,NV,Combined Ages,Combined Gender,140.328612563741
Macrolides,2013,NY,Combined Ages,Combined Gender,183.170764350336
Macrolides,2013,OH,Combined Ages,Combined Gender,180.862441729009
Macrolides,2013,OK,Combined Ages,Combined Gender,184.154814360735
Macrolides,2013,OR,Combined Ages,Combined Gender,95.9193909066785
Macrolides,2013,PA,Combined Ages,Combined Gender,167.820433076569
Macrolides,2013,RI,Combined Ages,Combined Gender,178.974532778154
Macrolides,2013,SC,Combined Ages,Combined Gender,184.56377075183
Macrolides,2013,SD,Combined Ages,Combined Gender,174.718524913957
Macrolides,2013,TN,Combined Ages,Combined Gender,215.191151851661
Macrolides,2013,TX,Combined Ages,Combined Gender,179.119846091586
Macrolides,2013,UT,Combined Ages,Combined Gender,141.708981747545
Macrolides,2013,VA,Combined Ages,Combined Gender,153.05064178099
Macrolides,2013,VT,Combined Ages,Combined Gender,121.778034792735
Macrolides,2013,WA,Combined Ages,Combined Gender,111.42651248068
Macrolides,2013,WI,Combined Ages,Combined Gender,140.062396470951
Macrolides,2013,WV,Combined Ages,Combined Gender,228.691823186839
Macrolides,2013,WY,Combined Ages,Combined Gender,166.38433326532
Macrolides,2014,AK,Combined Ages,Combined Gender,101.695745535689
Macrolides,2014,AL,Combined Ages,Combined Gender,205.385607264604
Macrolides,2014,AR,Combined Ages,Combined Gender,209.130492531443
Macrolides,2014,AZ,Combined Ages,Combined Gender,136.398339504339
Macrolides,2014,CA,Combined Ages,Combined Gender,104.342961922539
Macrolides,2014,CO,Combined Ages,Combined Gender,110.282029087368
Macrolides,2014,CT,Combined Ages,Combined Gender,160.290868487778
Macrolides,2014,DC,Combined Ages,Combined Gender,168.143856437995
Macrolides,2014,DE,Combined Ages,Combined Gender,167.517223983394
Macrolides,2014,FL,Combined Ages,Combined Gender,142.404557675874
Macrolides,2014,GA,Combined Ages,Combined Gender,146.512639018012
Macrolides,2014,HI,Combined Ages,Combined Gender,132.065173669888
Macrolides,2014,IA,Combined Ages,Combined Gender,195.715973539537
Macrolides,2014,ID,Combined Ages,Combined Gender,119.054803287193
Macrolides,2014,IL,Combined Ages,Combined Gender,165.941690513929
Macrolides,2014,IN,Combined Ages,Combined Gender,165.041829781031
Macrolides,2014,KS,Combined Ages,Combined Gender,181.98008554346
Macrolides,2014,KY,Combined Ages,Combined Gender,232.521334183167
Macrolides,2014,LA,Combined Ages,Combined Gender,239.538180724854
Macrolides,2014,MA,Combined Ages,Combined Gender,123.883809548664
Macrolides,2014,MD,Combined Ages,Combined Gender,141.757885632629
Macrolides,2014,ME,Combined Ages,Combined Gender,133.009858738776
Macrolides,2014,MI,Combined Ages,Combined Gender,170.753628930018
Macrolides,2014,MN,Combined Ages,Combined Gender,126.138883630778
Macrolides,2014,MO,Combined Ages,Combined Gender,166.183011414526
Macrolides,2014,MS,Combined Ages,Combined Gender,235.327715133774
Macrolides,2014,MT,Combined Ages,Combined Gender,126.811745844727
Macrolides,2014,National,Combined Ages,Combined Gender,153.823930620496
Macrolides,2014,National,Combined Ages,F,184.430260617517
Macrolides,2014,National,Combined Ages,M,121.096000320135
Macrolides,2014,National,0-19,Combined Gender,142.343969914503
Macrolides,2014,National,0-19,F,Insufficient Data
Macrolides,2014,National,0-19,M,Insufficient Data
Macrolides,2014,National,20+,Combined Gender,154.789923350175
Macrolides,2014,National,20+,F,Insufficient Data
Macrolides,2014,National,20+,M,Insufficient Data
Macrolides,2014,NC,Combined Ages,Combined Gender,141.645106518896
Macrolides,2014,ND,Combined Ages,Combined Gender,158.357228438285
Macrolides,2014,NE,Combined Ages,Combined Gender,176.448971912349
Macrolides,2014,NH,Combined Ages,Combined Gender,114.514215643048
Macrolides,2014,NJ,Combined Ages,Combined Gender,188.061025880576
Macrolides,2014,NM,Combined Ages,Combined Gender,144.753391395743
Macrolides,2014,NV,Combined Ages,Combined Gender,132.197454192337
Macrolides,2014,NY,Combined Ages,Combined Gender,177.752301743501
Macrolides,2014,OH,Combined Ages,Combined Gender,174.265649879188
Macrolides,2014,OK,Combined Ages,Combined Gender,182.07710522631
Macrolides,2014,OR,Combined Ages,Combined Gender,89.1592269382302
Macrolides,2014,PA,Combined Ages,Combined Gender,159.48217550837
Macrolides,2014,RI,Combined Ages,Combined Gender,171.697342521085
Macrolides,2014,SC,Combined Ages,Combined Gender,166.345072780409
Macrolides,2014,SD,Combined Ages,Combined Gender,180.880065637179
Macrolides,2014,TN,Combined Ages,Combined Gender,202.673608014978
Macrolides,2014,TX,Combined Ages,Combined Gender,170.313940096638
Macrolides,2014,UT,Combined Ages,Combined Gender,130.335624495823
Macrolides,2014,VA,Combined Ages,Combined Gender,140.809115561589
Macrolides,2014,VT,Combined Ages,Combined Gender,108.325385197315
Macrolides,2014,WA,Combined Ages,Combined Gender,103.824082033219
Macrolides,2014,WI,Combined Ages,Combined Gender,132.364668460486
Macrolides,2014,WV,Combined Ages,Combined Gender,220.799442908983
Macrolides,2014,WY,Combined Ages,Combined Gender,158.279029637783
Lincosamides,2011,National,Combined Ages,Combined Gender,26.309386382269
Lincosamides,2011,National,Combined Ages,F,31.0987878536861
Lincosamides,2011,National,Combined Ages,M,20.8661069580152
Lincosamides,2011,National,0-19,Combined Gender,12.727645206137
Lincosamides,2011,National,0-19,F,Insufficient Data
Lincosamides,2011,National,0-19,M,Insufficient Data
Lincosamides,2011,National,20+,Combined Gender,30.4022080796387
Lincosamides,2011,National,20+,F,Insufficient Data
Lincosamides,2011,National,20+,M,Insufficient Data
Lincosamides,2012,National,Combined Ages,Combined Gender,27.5150286643838
Lincosamides,2012,National,Combined Ages,F,32.5003525270321
Lincosamides,2012,National,Combined Ages,M,22.1063863056561
Lincosamides,2012,National,0-19,Combined Gender,12.8013805924535
Lincosamides,2012,National,0-19,F,Insufficient Data
Lincosamides,2012,National,0-19,M,Insufficient Data
Lincosamides,2012,National,20+,Combined Gender,32.0910889508907
Lincosamides,2012,National,20+,F,Insufficient Data
Lincosamides,2012,National,20+,M,Insufficient Data
Lincosamides,2013,National,Combined Ages,Combined Gender,28.3585100384209
Lincosamides,2013,National,Combined Ages,F,33.5302845589766
Lincosamides,2013,National,Combined Ages,M,22.7410777591199
Lincosamides,2013,National,0-19,Combined Gender,13.0053860903912
Lincosamides,2013,National,0-19,F,Insufficient Data
Lincosamides,2013,National,0-19,M,Insufficient Data
Lincosamides,2013,National,20+,Combined Gender,33.0766067314331
Lincosamides,2013,National,20+,F,Insufficient Data
Lincosamides,2013,National,20+,M,Insufficient Data
Lincosamides,2014,National,Combined Ages,Combined Gender,29.8084280750511
Lincosamides,2014,National,Combined Ages,F,35.1525896626448
Lincosamides,2014,National,Combined Ages,M,24.0161150669797
Lincosamides,2014,National,0-19,Combined Gender,13.7443488878319
Lincosamides,2014,National,0-19,F,Insufficient Data
Lincosamides,2014,National,0-19,M,Insufficient Data
Lincosamides,2014,National,20+,Combined Gender,34.7190274524016
Lincosamides,2014,National,20+,F,Insufficient Data
Lincosamides,2014,National,20+,M,Insufficient Data
All classes,2011,AK,Combined Ages,Combined Gender,588.026826392387
All classes,2011,AL,Combined Ages,Combined Gender,1153.67745556518
All classes,2011,AR,Combined Ages,Combined Gender,1031.66323512896
All classes,2011,AZ,Combined Ages,Combined Gender,812.091212441119
All classes,2011,CA,Combined Ages,Combined Gender,628.611909250919
All classes,2011,CO,Combined Ages,Combined Gender,662.329591744466
All classes,2011,CT,Combined Ages,Combined Gender,882.428600512969
All classes,2011,DC,Combined Ages,Combined Gender,1060.94881428435
All classes,2011,DE,Combined Ages,Combined Gender,1024.47865181659
All classes,2011,FL,Combined Ages,Combined Gender,777.736343606561
All classes,2011,GA,Combined Ages,Combined Gender,873.84392208007
All classes,2011,HI,Combined Ages,Combined Gender,679.465663366106
All classes,2011,IA,Combined Ages,Combined Gender,936.44474998238
All classes,2011,ID,Combined Ages,Combined Gender,739.81273914306
All classes,2011,IL,Combined Ages,Combined Gender,908.23504818711
All classes,2011,IN,Combined Ages,Combined Gender,1058.63316381657
All classes,2011,KS,Combined Ages,Combined Gender,1018.17303695341
All classes,2011,KY,Combined Ages,Combined Gender,1320.83559685298
All classes,2011,LA,Combined Ages,Combined Gender,1193.93637242536
All classes,2011,MA,Combined Ages,Combined Gender,842.15977871445
All classes,2011,MD,Combined Ages,Combined Gender,859.64426259274
All classes,2011,ME,Combined Ages,Combined Gender,768.691964184858
All classes,2011,MI,Combined Ages,Combined Gender,1005.79758916197
All classes,2011,MN,Combined Ages,Combined Gender,745.827069974855
All classes,2011,MO,Combined Ages,Combined Gender,975.48053886637
All classes,2011,MS,Combined Ages,Combined Gender,1185.88395562276
All classes,2011,MT,Combined Ages,Combined Gender,724.20875427625
All classes,2011,National,Combined Ages,Combined Gender,876.719320653274
All classes,2011,National,Combined Ages,F,1036.19804836665
All classes,2011,National,Combined Ages,M,694.616175901922
All classes,2011,National,0-19,Combined Gender,908.076917644717
All classes,2011,National,0-19,F,962.199783949747
All classes,2011,National,0-19,M,855.281060343632
All classes,2011,National,20+,Combined Gender,838.232572686037
All classes,2011,National,20+,F,1042.60276993389
All classes,2011,National,20+,M,620.063981789618
All classes,2011,NC,Combined Ages,Combined Gender,908.268286117563
All classes,2011,ND,Combined Ages,Combined Gender,1001.52884674319
All classes,2011,NE,Combined Ages,Combined Gender,1008.94869918664
All classes,2011,NH,Combined Ages,Combined Gender,723.680871612285
All classes,2011,NJ,Combined Ages,Combined Gender,963.052202663193
All classes,2011,NM,Combined Ages,Combined Gender,714.811266513251
All classes,2011,NV,Combined Ages,Combined Gender,724.845140083856
All classes,2011,NY,Combined Ages,Combined Gender,912.68467137541
All classes,2011,OH,Combined Ages,Combined Gender,993.460105743199
All classes,2011,OK,Combined Ages,Combined Gender,912.000030634935
All classes,2011,OR,Combined Ages,Combined Gender,635.533534110178
All classes,2011,PA,Combined Ages,Combined Gender,876.102245018114
All classes,2011,RI,Combined Ages,Combined Gender,935.198256687134
All classes,2011,SC,Combined Ages,Combined Gender,941.346665371298
All classes,2011,SD,Combined Ages,Combined Gender,924.314238186008
All classes,2011,TN,Combined Ages,Combined Gender,1246.52512374601
All classes,2011,TX,Combined Ages,Combined Gender,931.805026269711
All classes,2011,UT,Combined Ages,Combined Gender,846.432041214445
All classes,2011,VA,Combined Ages,Combined Gender,866.144305162897
All classes,2011,VT,Combined Ages,Combined Gender,696.670875568681
All classes,2011,WA,Combined Ages,Combined Gender,662.27918714909
All classes,2011,WI,Combined Ages,Combined Gender,779.171702910529
All classes,2011,WV,Combined Ages,Combined Gender,1354.58552158459
All classes,2011,WY,Combined Ages,Combined Gender,774.037499713721
All classes,2012,AK,Combined Ages,Combined Gender,563.348698707804
All classes,2012,AL,Combined Ages,Combined Gender,1207.43188975823
All classes,2012,AR,Combined Ages,Combined Gender,1125.06704641779
All classes,2012,AZ,Combined Ages,Combined Gender,778.979429660566
All classes,2012,CA,Combined Ages,Combined Gender,587.776227590294
All classes,2012,CO,Combined Ages,Combined Gender,642.530579044412
All classes,2012,CT,Combined Ages,Combined Gender,878.873969845007
All classes,2012,DC,Combined Ages,Combined Gender,1064.2828010834
All classes,2012,DE,Combined Ages,Combined Gender,997.644677989837
All classes,2012,FL,Combined Ages,Combined Gender,749.423541108229
All classes,2012,GA,Combined Ages,Combined Gender,894.836584333105
All classes,2012,HI,Combined Ages,Combined Gender,681.039952152766
All classes,2012,IA,Combined Ages,Combined Gender,1018.28746381182
All classes,2012,ID,Combined Ages,Combined Gender,728.254338520544
All classes,2012,IL,Combined Ages,Combined Gender,888.550680946957
All classes,2012,IN,Combined Ages,Combined Gender,1006.08671151887
All classes,2012,KS,Combined Ages,Combined Gender,1022.23186621048
All classes,2012,KY,Combined Ages,Combined Gender,1300.40855806999
All classes,2012,LA,Combined Ages,Combined Gender,1204.82855941612
All classes,2012,MA,Combined Ages,Combined Gender,823.514968608744
All classes,2012,MD,Combined Ages,Combined Gender,841.412285407974
All classes,2012,ME,Combined Ages,Combined Gender,764.764833748809
All classes,2012,MI,Combined Ages,Combined Gender,893.542266642048
All classes,2012,MN,Combined Ages,Combined Gender,710.075537833509
All classes,2012,MO,Combined Ages,Combined Gender,965.077829565128
All classes,2012,MS,Combined Ages,Combined Gender,1250.42964204255
All classes,2012,MT,Combined Ages,Combined Gender,716.770086045742
All classes,2012,National,Combined Ages,Combined Gender,866.749810078852
All classes,2012,National,Combined Ages,F,1032.14518480461
All classes,2012,National,Combined Ages,M,688.959117224104
All classes,2012,National,0-19,Combined Gender,858.046268934843
All classes,2012,National,0-19,F,910.561769372984
All classes,2012,National,0-19,M,806.849913097678
All classes,2012,National,20+,Combined Gender,850.618156948751
All classes,2012,National,20+,F,1055.42685817956
All classes,2012,National,20+,M,632.382090935617
All classes,2012,NC,Combined Ages,Combined Gender,950.476357589197
All classes,2012,ND,Combined Ages,Combined Gender,963.572541167585
All classes,2012,NE,Combined Ages,Combined Gender,1049.44616696318
All classes,2012,NH,Combined Ages,Combined Gender,740.806192703078
All classes,2012,NJ,Combined Ages,Combined Gender,944.42257548449
All classes,2012,NM,Combined Ages,Combined Gender,707.128908554858
All classes,2012,NV,Combined Ages,Combined Gender,722.91045260948
All classes,2012,NY,Combined Ages,Combined Gender,913.289995379213
All classes,2012,OH,Combined Ages,Combined Gender,938.439163317192
All classes,2012,OK,Combined Ages,Combined Gender,992.374647601727
All classes,2012,OR,Combined Ages,Combined Gender,600.369463131667
All classes,2012,PA,Combined Ages,Combined Gender,868.704211880857
All classes,2012,RI,Combined Ages,Combined Gender,960.170790120429
All classes,2012,SC,Combined Ages,Combined Gender,992.075980689539
All classes,2012,SD,Combined Ages,Combined Gender,963.751354097762
All classes,2012,TN,Combined Ages,Combined Gender,1248.91422342101
All classes,2012,TX,Combined Ages,Combined Gender,956.941004479782
All classes,2012,UT,Combined Ages,Combined Gender,838.218149099509
All classes,2012,VA,Combined Ages,Combined Gender,869.044589672117
All classes,2012,VT,Combined Ages,Combined Gender,703.410206695649
All classes,2012,WA,Combined Ages,Combined Gender,633.268771410872
All classes,2012,WI,Combined Ages,Combined Gender,775.520307122178
All classes,2012,WV,Combined Ages,Combined Gender,1338.2547447548
All classes,2012,WY,Combined Ages,Combined Gender,807.355332791348
All classes,2013,AK,Combined Ages,Combined Gender,508.880271383597
All classes,2013,AL,Combined Ages,Combined Gender,1166.46097969465
All classes,2013,AR,Combined Ages,Combined Gender,1148.93068222722
All classes,2013,AZ,Combined Ages,Combined Gender,759.100408033353
All classes,2013,CA,Combined Ages,Combined Gender,590.680283954291
All classes,2013,CO,Combined Ages,Combined Gender,632.135255380906
All classes,2013,CT,Combined Ages,Combined Gender,845.251314059999
All classes,2013,DC,Combined Ages,Combined Gender,1044.04955392837
All classes,2013,DE,Combined Ages,Combined Gender,974.599909212743
All classes,2013,FL,Combined Ages,Combined Gender,736.353012459847
All classes,2013,GA,Combined Ages,Combined Gender,871.284655287849
All classes,2013,HI,Combined Ages,Combined Gender,647.899916748698
All classes,2013,IA,Combined Ages,Combined Gender,971.123491878809
All classes,2013,ID,Combined Ages,Combined Gender,704.803995181178
All classes,2013,IL,Combined Ages,Combined Gender,858.291296602336
All classes,2013,IN,Combined Ages,Combined Gender,987.771372756725
All classes,2013,KS,Combined Ages,Combined Gender,995.65055747961
All classes,2013,KY,Combined Ages,Combined Gender,1239.97317700341
All classes,2013,LA,Combined Ages,Combined Gender,1191.28750363988
All classes,2013,MA,Combined Ages,Combined Gender,773.271162940328
All classes,2013,MD,Combined Ages,Combined Gender,812.932478740869
All classes,2013,ME,Combined Ages,Combined Gender,725.600458191526
All classes,2013,MI,Combined Ages,Combined Gender,931.03343812353
All classes,2013,MN,Combined Ages,Combined Gender,706.725019641994
All classes,2013,MO,Combined Ages,Combined Gender,941.40630053317
All classes,2013,MS,Combined Ages,Combined Gender,1224.27170789713
All classes,2013,MT,Combined Ages,Combined Gender,674.048079348561
All classes,2013,National,Combined Ages,Combined Gender,848.698448551136
All classes,2013,National,Combined Ages,F,1012.45363774942
All classes,2013,National,Combined Ages,M,672.817404043714
All classes,2013,National,0-19,Combined Gender,812.140828396487
All classes,2013,National,0-19,F,862.914015601968
All classes,2013,National,0-19,M,762.176146423975
All classes,2013,National,20+,Combined Gender,843.341107108164
All classes,2013,National,20+,F,1045.44186413814
All classes,2013,National,20+,M,628.028452941044
All classes,2013,NC,Combined Ages,Combined Gender,900.559144726297
All classes,2013,ND,Combined Ages,Combined Gender,877.263672244655
All classes,2013,NE,Combined Ages,Combined Gender,1034.48205400946
All classes,2013,NH,Combined Ages,Combined Gender,710.306717898466
All classes,2013,NJ,Combined Ages,Combined Gender,922.696834944353
All classes,2013,NM,Combined Ages,Combined Gender,696.670527266586
All classes,2013,NV,Combined Ages,Combined Gender,716.601583238226
All classes,2013,NY,Combined Ages,Combined Gender,904.712935019232
All classes,2013,OH,Combined Ages,Combined Gender,966.107969189461
All classes,2013,OK,Combined Ages,Combined Gender,967.276942984879
All classes,2013,OR,Combined Ages,Combined Gender,578.625543142336
All classes,2013,PA,Combined Ages,Combined Gender,896.281202626072
All classes,2013,RI,Combined Ages,Combined Gender,899.551603734355
All classes,2013,SC,Combined Ages,Combined Gender,964.741296444273
All classes,2013,SD,Combined Ages,Combined Gender,893.267649111187
All classes,2013,TN,Combined Ages,Combined Gender,1189.57049184823
All classes,2013,TX,Combined Ages,Combined Gender,915.873598133084
All classes,2013,UT,Combined Ages,Combined Gender,812.501258273522
All classes,2013,VA,Combined Ages,Combined Gender,833.358232334985
All classes,2013,VT,Combined Ages,Combined Gender,656.093498496462
All classes,2013,WA,Combined Ages,Combined Gender,608.405210574195
All classes,2013,WI,Combined Ages,Combined Gender,747.65132502392
All classes,2013,WV,Combined Ages,Combined Gender,1274.03191096222
All classes,2013,WY,Combined Ages,Combined Gender,787.911862186504
All classes,2014,AK,Combined Ages,Combined Gender,501.402816763762
All classes,2014,AL,Combined Ages,Combined Gender,1123.18004353962
All classes,2014,AR,Combined Ages,Combined Gender,1154.92250964058
All classes,2014,AZ,Combined Ages,Combined Gender,739.907486967223
All classes,2014,CA,Combined Ages,Combined Gender,569.906110688717
All classes,2014,CO,Combined Ages,Combined Gender,624.081659249897
All classes,2014,CT,Combined Ages,Combined Gender,846.959337744265
All classes,2014,DC,Combined Ages,Combined Gender,1020.73215226144
All classes,2014,DE,Combined Ages,Combined Gender,937.647127982265
All classes,2014,FL,Combined Ages,Combined Gender,728.090377376853
All classes,2014,GA,Combined Ages,Combined Gender,840.25473632025
All classes,2014,HI,Combined Ages,Combined Gender,643.12988311175
All classes,2014,IA,Combined Ages,Combined Gender,1000.15016449285
All classes,2014,ID,Combined Ages,Combined Gender,692.364322493488
All classes,2014,IL,Combined Ages,Combined Gender,852.339098084088
All classes,2014,IN,Combined Ages,Combined Gender,950.287248999775
All classes,2014,KS,Combined Ages,Combined Gender,991.843915729263
All classes,2014,KY,Combined Ages,Combined Gender,1261.7730704072
All classes,2014,LA,Combined Ages,Combined Gender,1176.50989230218
All classes,2014,MA,Combined Ages,Combined Gender,768.474264269876
All classes,2014,MD,Combined Ages,Combined Gender,795.759120822953
All classes,2014,ME,Combined Ages,Combined Gender,719.760549857941
All classes,2014,MI,Combined Ages,Combined Gender,924.667204244839
All classes,2014,MN,Combined Ages,Combined Gender,709.954458104968
All classes,2014,MO,Combined Ages,Combined Gender,935.697887835076
All classes,2014,MS,Combined Ages,Combined Gender,1221.99674090097
All classes,2014,MT,Combined Ages,Combined Gender,647.917034249432
All classes,2014,National,Combined Ages,Combined Gender,834.677062752431
All classes,2014,National,Combined Ages,F,998.882514302381
All classes,2014,National,Combined Ages,M,658.875129911475
All classes,2014,National,0-19,Combined Gender,778.369397596819
All classes,2014,National,0-19,F,829.391390318763
All classes,2014,National,0-19,M,728.389963839996
All classes,2014,National,20+,Combined Gender,837.509911754663
All classes,2014,National,20+,F,1039.37911023245
All classes,2014,National,20+,M,622.857484830608
All classes,2014,NC,Combined Ages,Combined Gender,860.674003847987
All classes,2014,ND,Combined Ages,Combined Gender,852.842922478167
All classes,2014,NE,Combined Ages,Combined Gender,1044.64736436775
All classes,2014,NH,Combined Ages,Combined Gender,701.259868572283
All classes,2014,NJ,Combined Ages,Combined Gender,902.268633138224
All classes,2014,NM,Combined Ages,Combined Gender,713.819944840076
All classes,2014,NV,Combined Ages,Combined Gender,708.964851172859
All classes,2014,NY,Combined Ages,Combined Gender,899.481453342939
All classes,2014,OH,Combined Ages,Combined Gender,964.385009939936
All classes,2014,OK,Combined Ages,Combined Gender,965.19011998553
All classes,2014,OR,Combined Ages,Combined Gender,569.887588631319
All classes,2014,PA,Combined Ages,Combined Gender,885.0390370565
All classes,2014,RI,Combined Ages,Combined Gender,892.284525855002
All classes,2014,SC,Combined Ages,Combined Gender,926.620976549944
All classes,2014,SD,Combined Ages,Combined Gender,900.609312274738
All classes,2014,TN,Combined Ages,Combined Gender,1161.77552985399
All classes,2014,TX,Combined Ages,Combined Gender,898.79234927025
All classes,2014,UT,Combined Ages,Combined Gender,782.823954042648
All classes,2014,VA,Combined Ages,Combined Gender,798.968733850156
All classes,2014,VT,Combined Ages,Combined Gender,638.130560104187
All classes,2014,WA,Combined Ages,Combined Gender,599.656264294013
All classes,2014,WI,Combined Ages,Combined Gender,744.379009942413
All classes,2014,WV,Combined Ages,Combined Gender,1284.88205321658
All classes,2014,WY,Combined Ages,Combined Gender,777.032455538189
All classes,2015,AK,Combined Ages,Combined Gender,510.835242784711
All classes,2015,AL,Combined Ages,Combined Gender,1148.69946546384
All classes,2015,AR,Combined Ages,Combined Gender,1153.97580219488
All classes,2015,AZ,Combined Ages,Combined Gender,768.538044087173
All classes,2015,CA,Combined Ages,Combined Gender,590.208967123022
All classes,2015,CO,Combined Ages,Combined Gender,624.350022559964
All classes,2015,CT,Combined Ages,Combined Gender,842.833543030893
All classes,2015,DC,Combined Ages,Combined Gender,979.238963565932
All classes,2015,DE,Combined Ages,Combined Gender,915.180604566491
All classes,2015,FL,Combined Ages,Combined Gender,706.159352506339
All classes,2015,GA,Combined Ages,Combined Gender,829.607604999016
All classes,2015,HI,Combined Ages,Combined Gender,639.620292776698
All classes,2015,IA,Combined Ages,Combined Gender,1018.31270153101
All classes,2015,ID,Combined Ages,Combined Gender,719.572719087815
All classes,2015,IL,Combined Ages,Combined Gender,845.451131979458
All classes,2015,IN,Combined Ages,Combined Gender,963.688501559047
All classes,2015,KS,Combined Ages,Combined Gender,1015.99242832479
All classes,2015,KY,Combined Ages,Combined Gender,1255.50583129123
All classes,2015,LA,Combined Ages,Combined Gender,1173.63691367763
All classes,2015,MA,Combined Ages,Combined Gender,758.72515130796
All classes,2015,MD,Combined Ages,Combined Gender,794.373063003973
All classes,2015,ME,Combined Ages,Combined Gender,731.596520948929
All classes,2015,MI,Combined Ages,Combined Gender,917.872517177014
All classes,2015,MN,Combined Ages,Combined Gender,695.814289727083
All classes,2015,MO,Combined Ages,Combined Gender,943.909129223277
All classes,2015,MS,Combined Ages,Combined Gender,1253.6058520225
All classes,2015,MT,Combined Ages,Combined Gender,662.14947688608
All classes,2015,National,0-19,M,737.187726284081
All classes,2015,National,20+,F,1053.45929855721
All classes,2015,National,Combined Ages,Combined Gender,838.015985964867
All classes,2015,National,20+,M,632.887136056667
All classes,2015,National,Combined Ages,F,1004.81586284182
All classes,2015,National,0-19,Combined Gender,788.141429313917
All classes,2015,National,Combined Ages,M,663.212462796784
All classes,2015,National,0-19,F,840.059621810835
All classes,2015,National,20+,Combined Gender,849.511523293512
All classes,2015,NC,Combined Ages,Combined Gender,872.126752075791
All classes,2015,ND,Combined Ages,Combined Gender,863.639439470383
All classes,2015,NE,Combined Ages,Combined Gender,1071.74040576103
All classes,2015,NH,Combined Ages,Combined Gender,727.51204712432
All classes,2015,NJ,Combined Ages,Combined Gender,903.326798029903
All classes,2015,NM,Combined Ages,Combined Gender,723.809421953484
All classes,2015,NV,Combined Ages,Combined Gender,732.774524403769
All classes,2015,NY,Combined Ages,Combined Gender,897.853913490984
All classes,2015,OH,Combined Ages,Combined Gender,964.389455201991
All classes,2015,OK,Combined Ages,Combined Gender,965.997114031057
All classes,2015,OR,Combined Ages,Combined Gender,581.933577679897
All classes,2015,PA,Combined Ages,Combined Gender,895.492291624552
All classes,2015,RI,Combined Ages,Combined Gender,888.237684820002
All classes,2015,SC,Combined Ages,Combined Gender,935.557505842355
All classes,2015,SD,Combined Ages,Combined Gender,893.090967757717
All classes,2015,TN,Combined Ages,Combined Gender,1165.35365291789
All classes,2015,TX,Combined Ages,Combined Gender,895.11398110618
All classes,2015,UT,Combined Ages,Combined Gender,779.297637886742
All classes,2015,VA,Combined Ages,Combined Gender,804.274897998898
All classes,2015,VT,Combined Ages,Combined Gender,667.958603416384
All classes,2015,WA,Combined Ages,Combined Gender,609.818865213168
All classes,2015,WI,Combined Ages,Combined Gender,745.243015613208
All classes,2015,WV,Combined Ages,Combined Gender,1319.07311206165
All classes,2015,WY,Combined Ages,Combined Gender,788.52675364737
All other,2015,AK,Combined Ages,Combined Gender,Insufficient Data
All other,2015,AL,Combined Ages,Combined Gender,Insufficient Data
All other,2015,AR,Combined Ages,Combined Gender,Insufficient Data
All other,2015,AZ,Combined Ages,Combined Gender,Insufficient Data
All other,2015,CA,Combined Ages,Combined Gender,Insufficient Data
All other,2015,CO,Combined Ages,Combined Gender,Insufficient Data
All other,2015,CT,Combined Ages,Combined Gender,Insufficient Data
All other,2015,DC,Combined Ages,Combined Gender,Insufficient Data
All other,2015,DE,Combined Ages,Combined Gender,Insufficient Data
All other,2015,FL,Combined Ages,Combined Gender,Insufficient Data
All other,2015,GA,Combined Ages,Combined Gender,Insufficient Data
All other,2015,HI,Combined Ages,Combined Gender,Insufficient Data
All other,2015,IA,Combined Ages,Combined Gender,Insufficient Data
All other,2015,ID,Combined Ages,Combined Gender,Insufficient Data
All other,2015,IL,Combined Ages,Combined Gender,Insufficient Data
All other,2015,IN,Combined Ages,Combined Gender,Insufficient Data
All other,2015,KS,Combined Ages,Combined Gender,Insufficient Data
All other,2015,KY,Combined Ages,Combined Gender,Insufficient Data
All other,2015,LA,Combined Ages,Combined Gender,Insufficient Data
All other,2015,MA,Combined Ages,Combined Gender,Insufficient Data
All other,2015,MD,Combined Ages,Combined Gender,Insufficient Data
All other,2015,ME,Combined Ages,Combined Gender,Insufficient Data
All other,2015,MI,Combined Ages,Combined Gender,Insufficient Data
All other,2015,MN,Combined Ages,Combined Gender,Insufficient Data
All other,2015,MO,Combined Ages,Combined Gender,Insufficient Data
All other,2015,MS,Combined Ages,Combined Gender,Insufficient Data
All other,2015,MT,Combined Ages,Combined Gender,Insufficient Data
All other,2015,NC,Combined Ages,Combined Gender,Insufficient Data
All other,2015,ND,Combined Ages,Combined Gender,Insufficient Data
All other,2015,NE,Combined Ages,Combined Gender,Insufficient Data
All other,2015,NH,Combined Ages,Combined Gender,Insufficient Data
All other,2015,NJ,Combined Ages,Combined Gender,Insufficient Data
All other,2015,NM,Combined Ages,Combined Gender,Insufficient Data
All other,2015,NV,Combined Ages,Combined Gender,Insufficient Data
All other,2015,NY,Combined Ages,Combined Gender,Insufficient Data
All other,2015,OH,Combined Ages,Combined Gender,Insufficient Data
All other,2015,OK,Combined Ages,Combined Gender,Insufficient Data
All other,2015,OR,Combined Ages,Combined Gender,Insufficient Data
All other,2015,PA,Combined Ages,Combined Gender,Insufficient Data
All other,2015,RI,Combined Ages,Combined Gender,Insufficient Data
All other,2015,SC,Combined Ages,Combined Gender,Insufficient Data
All other,2015,SD,Combined Ages,Combined Gender,Insufficient Data
All other,2015,TN,Combined Ages,Combined Gender,Insufficient Data
